	gene	tss	chrom
4123	ENSMUSG00000031520	54077606	8
4124	ENSMUSG00000031521	53511727	8
4125	ENSMUSG00000031523	36577269	8
4126	ENSMUSG00000031527	35481408	8
4127	ENSMUSG00000031529	34838521	8
4128	ENSMUSG00000031530	34807297	8
4129	ENSMUSG00000031532	34154563	8
4130	ENSMUSG00000031533	22411361	8
4131	ENSMUSG00000031536	22653418	8
4132	ENSMUSG00000031537	22661482	8
4133	ENSMUSG00000031540	22859535	8
4134	ENSMUSG00000031545	23180227	8
4135	ENSMUSG00000031546	23237659	8
4136	ENSMUSG00000031548	23411502	8
4137	ENSMUSG00000031555	24997790	8
4138	ENSMUSG00000031556	25017211	8
4139	ENSMUSG00000031557	25091346	8
4140	ENSMUSG00000031561	48300099	8
4141	ENSMUSG00000031562	48099092	8
4142	ENSMUSG00000031563	47990551	8
4143	ENSMUSG00000031565	25513654	8
4144	ENSMUSG00000031568	47533664	8
4145	ENSMUSG00000031570	25720037	8
4146	ENSMUSG00000031575	25823575	8
4147	ENSMUSG00000031577	31150315	8
4148	ENSMUSG00000031578	31168694	8
4149	ENSMUSG00000031583	33330550	8
4150	ENSMUSG00000031584	33652523	8
4151	ENSMUSG00000031585	33731833	8
4152	ENSMUSG00000031586	33797214	8
4153	ENSMUSG00000031590	41412922	8
4154	ENSMUSG00000031591	41343856	8
4155	ENSMUSG00000031592	41239752	8
4156	ENSMUSG00000031600	40511783	8
4157	ENSMUSG00000031601	40501072	8
4158	ENSMUSG00000031604	64721931	8
4159	ENSMUSG00000031605	64754971	8
4160	ENSMUSG00000031608	57538453	8
4161	ENSMUSG00000031609	57487860	8
4162	ENSMUSG00000031617	77610653	8
4163	ENSMUSG00000031622	72723285	8
4164	ENSMUSG00000031628	46617291	8
4165	ENSMUSG00000031629	46552028	8
4166	ENSMUSG00000031631	46151771	8
4167	ENSMUSG00000031633	46211030	8
4168	ENSMUSG00000031634	45975528	8
4169	ENSMUSG00000031641	61487734	8
4170	ENSMUSG00000031644	60993195	8
4171	ENSMUSG00000031651	43136593	8
4172	ENSMUSG00000031652	86844045	8
4173	ENSMUSG00000031657	88137855	8
4174	ENSMUSG00000031660	88332919	8
4175	ENSMUSG00000031665	89044162	8
4176	ENSMUSG00000031666	91070057	8
4177	ENSMUSG00000031667	91131151	8
4178	ENSMUSG00000031669	95633453	8
4179	ENSMUSG00000031671	95715881	8
4180	ENSMUSG00000031672	95868045	8
4181	ENSMUSG00000031681	79350051	8
4182	ENSMUSG00000031683	78810210	8
4183	ENSMUSG00000031684	78509346	8
4184	ENSMUSG00000031691	85036915	8
4185	ENSMUSG00000031696	85274503	8
4186	ENSMUSG00000031697	85299632	8
4187	ENSMUSG00000031700	85492576	8
4188	ENSMUSG00000031701	85553466	8
4189	ENSMUSG00000031703	85727710	8
4190	ENSMUSG00000031706	84066834	8
4191	ENSMUSG00000031708	83572456	8
4192	ENSMUSG00000031711	82767537	8
4193	ENSMUSG00000031714	80830884	8
4194	ENSMUSG00000031715	80710861	8
4195	ENSMUSG00000031723	109565892	8
4196	ENSMUSG00000031729	109677594	8
4197	ENSMUSG00000031730	109594051	8
4198	ENSMUSG00000031731	109778554	8
4199	ENSMUSG00000031751	93973961	8
4200	ENSMUSG00000031753	110846600	8
4201	ENSMUSG00000031754	94028927	8
4202	ENSMUSG00000031755	94070213	8
4203	ENSMUSG00000031756	116921730	8
4204	ENSMUSG00000031758	116732991	8
4205	ENSMUSG00000031762	94172664	8
4206	ENSMUSG00000031765	94179082	8
4207	ENSMUSG00000031770	94386438	8
4208	ENSMUSG00000031774	94579845	8
4209	ENSMUSG00000031776	94666600	8
4210	ENSMUSG00000031781	94824193	8
4211	ENSMUSG00000031782	94838321	8
4212	ENSMUSG00000031783	94857450	8
4213	ENSMUSG00000031787	95081186	8
4214	ENSMUSG00000031791	72572055	8
4215	ENSMUSG00000031792	95332284	8
4216	ENSMUSG00000031796	95421533	8
4217	ENSMUSG00000031799	72130174	8
4218	ENSMUSG00000031805	71676296	8
4219	ENSMUSG00000031807	71592176	8
4220	ENSMUSG00000031812	121590361	8
4221	ENSMUSG00000031813	71542922	8
4222	ENSMUSG00000031816	121101185	8
4223	ENSMUSG00000031818	120668222	8
4224	ENSMUSG00000031819	120667763	8
4225	ENSMUSG00000031820	71396861	8
4226	ENSMUSG00000031821	120586208	8
4227	ENSMUSG00000031823	120086835	8
4228	ENSMUSG00000031826	119910360	8
4229	ENSMUSG00000031827	119822717	8
4230	ENSMUSG00000031832	119599845	8
4231	ENSMUSG00000031834	70769388	8
4232	ENSMUSG00000031835	119515655	8
4233	ENSMUSG00000031838	70766663	8
4234	ENSMUSG00000031839	119344488	8
4235	ENSMUSG00000031843	117793217	8
4236	ENSMUSG00000031848	70673248	8
4237	ENSMUSG00000031851	125729963	8
4238	ENSMUSG00000031858	70034514	8
4239	ENSMUSG00000031862	69791163	8
4240	ENSMUSG00000031864	68793929	8
4241	ENSMUSG00000031865	83165920	6
4242	ENSMUSG00000031878	104516989	8
4243	ENSMUSG00000031879	104641699	8
4244	ENSMUSG00000031885	105170674	8
4245	ENSMUSG00000031889	105225145	8
4246	ENSMUSG00000031897	105937025	8
4247	ENSMUSG00000031901	105991337	8
4248	ENSMUSG00000031902	106058840	8
4249	ENSMUSG00000031903	106150399	8
4250	ENSMUSG00000031904	106168857	8
4251	ENSMUSG00000031907	106415327	8
4252	ENSMUSG00000031913	107031222	8
4253	ENSMUSG00000031916	107054257	8
4254	ENSMUSG00000031917	107056877	8
4255	ENSMUSG00000031918	13748410	9
4256	ENSMUSG00000031921	107079875	8
4257	ENSMUSG00000031922	13810414	9
4258	ENSMUSG00000031924	107150640	8
4259	ENSMUSG00000031928	14784654	9
4260	ENSMUSG00000031930	107436365	8
4261	ENSMUSG00000031931	14782964	9
4262	ENSMUSG00000031934	15010508	9
4263	ENSMUSG00000031935	15270452	9
4264	ENSMUSG00000031938	15289568	9
4265	ENSMUSG00000031939	15306214	9
4266	ENSMUSG00000031948	112004767	8
4267	ENSMUSG00000031949	111990412	8
4268	ENSMUSG00000031950	111940703	8
4269	ENSMUSG00000031951	111928160	8
4270	ENSMUSG00000031953	111876750	8
4271	ENSMUSG00000031954	111854291	8
4272	ENSMUSG00000031955	111732105	8
4273	ENSMUSG00000031959	111490753	8
4274	ENSMUSG00000031960	111033144	8
4275	ENSMUSG00000031967	123477903	8
4276	ENSMUSG00000031969	26977955	9
4277	ENSMUSG00000031974	123983122	8
4278	ENSMUSG00000031976	124021508	8
4279	ENSMUSG00000031979	124520767	8
4280	ENSMUSG00000031982	124722139	8
4281	ENSMUSG00000031983	124663369	8
4282	ENSMUSG00000031984	124862965	8
4283	ENSMUSG00000031985	124863033	8
4284	ENSMUSG00000031986	124897886	8
4285	ENSMUSG00000031988	27030030	9
4286	ENSMUSG00000031990	27126550	9
4287	ENSMUSG00000031995	31102920	9
4288	ENSMUSG00000031996	31153645	9
4289	ENSMUSG00000032002	7184520	9
4290	ENSMUSG00000032009	14275067	9
4291	ENSMUSG00000032018	42264200	9
4292	ENSMUSG00000032024	40685962	9
4293	ENSMUSG00000032026	48472220	9
4294	ENSMUSG00000032030	53622034	9
4295	ENSMUSG00000032038	35055794	9
4296	ENSMUSG00000032040	35175993	9
4297	ENSMUSG00000032042	35200175	9
4298	ENSMUSG00000032044	35267865	9
4299	ENSMUSG00000032046	150839722	2
4300	ENSMUSG00000032047	53583757	9
4301	ENSMUSG00000032050	52047173	9
4302	ENSMUSG00000032051	51948707	9
4303	ENSMUSG00000032058	50845301	9
4304	ENSMUSG00000032059	50775019	9
4305	ENSMUSG00000032076	47530173	9
4306	ENSMUSG00000032077	46283008	9
4307	ENSMUSG00000032078	46273064	9
4308	ENSMUSG00000032086	45838580	9
4309	ENSMUSG00000032092	45039799	9
4310	ENSMUSG00000032096	44750508	9
4311	ENSMUSG00000032097	44604892	9
4312	ENSMUSG00000032101	35558528	9
4313	ENSMUSG00000032112	44407042	9
4314	ENSMUSG00000032113	36722745	9
4315	ENSMUSG00000032115	44379490	9
4316	ENSMUSG00000032116	36754867	9
4317	ENSMUSG00000032119	44298040	9
4318	ENSMUSG00000032123	44326019	9
4319	ENSMUSG00000032126	44337975	9
4320	ENSMUSG00000032127	44358112	9
4321	ENSMUSG00000032135	44134469	9
4322	ENSMUSG00000032171	20652095	9
4323	ENSMUSG00000032175	21127346	9
4324	ENSMUSG00000032177	21165714	9
4325	ENSMUSG00000032178	21367871	9
4326	ENSMUSG00000032180	21510162	9
4327	ENSMUSG00000032184	75625741	9
4328	ENSMUSG00000032185	21546894	9
4329	ENSMUSG00000032186	75597651	9
4330	ENSMUSG00000032187	21616169	9
4331	ENSMUSG00000032193	21723483	9
4332	ENSMUSG00000032194	21798503	9
4333	ENSMUSG00000032198	21804001	9
4334	ENSMUSG00000032199	71484958	9
4335	ENSMUSG00000032202	73044854	9
4336	ENSMUSG00000032212	70542754	9
4337	ENSMUSG00000032215	73113426	9
4338	ENSMUSG00000032216	72662346	9
4339	ENSMUSG00000032217	70430151	9
4340	ENSMUSG00000032218	70421547	9
4341	ENSMUSG00000032220	70207350	9
4342	ENSMUSG00000032221	72438011	9
4343	ENSMUSG00000032224	70103076	9
4344	ENSMUSG00000032231	69453620	9
4345	ENSMUSG00000032235	69397906	9
4346	ENSMUSG00000032239	22468170	9
4347	ENSMUSG00000032244	62811934	9
4348	ENSMUSG00000032245	62838785	9
4349	ENSMUSG00000032249	62341293	9
4350	ENSMUSG00000032251	82829540	9
4351	ENSMUSG00000032252	62070606	9
4352	ENSMUSG00000032253	82892188	9
4353	ENSMUSG00000032254	61921244	9
4354	ENSMUSG00000032261	83548327	9
4355	ENSMUSG00000032262	83806252	9
4356	ENSMUSG00000032263	83925145	9
4357	ENSMUSG00000032264	49055613	9
4358	ENSMUSG00000032267	48985375	9
4359	ENSMUSG00000032279	54586334	9
4360	ENSMUSG00000032280	61372366	9
4361	ENSMUSG00000032288	56937475	9
4362	ENSMUSG00000032291	54764748	9
4363	ENSMUSG00000032293	54863789	9
4364	ENSMUSG00000032294	59656368	9
4365	ENSMUSG00000032295	57130690	9
4366	ENSMUSG00000032299	57155473	9
4367	ENSMUSG00000032300	57261509	9
4368	ENSMUSG00000032301	54950790	9
4369	ENSMUSG00000032305	57537528	9
4370	ENSMUSG00000032306	57549672	9
4371	ENSMUSG00000032307	55148854	9
4372	ENSMUSG00000032309	55208925	9
4373	ENSMUSG00000032314	55487513	9
4374	ENSMUSG00000032316	57753461	9
4375	ENSMUSG00000032320	56041845	9
4376	ENSMUSG00000032324	56160542	9
4377	ENSMUSG00000032328	79793430	9
4378	ENSMUSG00000032329	56418609	9
4379	ENSMUSG00000032330	79759251	9
4380	ENSMUSG00000032333	58253164	9
4381	ENSMUSG00000032336	58582240	9
4382	ENSMUSG00000032340	58893934	9
4383	ENSMUSG00000032342	78448208	9
4384	ENSMUSG00000032346	78378725	9
4385	ENSMUSG00000032348	78182774	9
4386	ENSMUSG00000032349	77917364	9
4387	ENSMUSG00000032350	77754535	9
4388	ENSMUSG00000032353	89704823	9
4389	ENSMUSG00000032366	67032825	9
4390	ENSMUSG00000032369	92249750	9
4391	ENSMUSG00000032374	92542223	9
4392	ENSMUSG00000032376	66520339	9
4393	ENSMUSG00000032381	66126611	9
4394	ENSMUSG00000032382	66091347	9
4395	ENSMUSG00000032383	66060222	9
4396	ENSMUSG00000032384	65908924	9
4397	ENSMUSG00000032386	65853213	9
4398	ENSMUSG00000032387	65629648	9
4399	ENSMUSG00000032388	65460947	9
4400	ENSMUSG00000032393	65032414	9
4401	ENSMUSG00000032396	64336597	9
4402	ENSMUSG00000032397	64281581	9
4403	ENSMUSG00000032398	64179274	9
4404	ENSMUSG00000032399	64173375	9
4405	ENSMUSG00000032400	64144214	9
4406	ENSMUSG00000032402	63666547	9
4407	ENSMUSG00000032405	62887387	9
4408	ENSMUSG00000032407	95482244	9
4409	ENSMUSG00000032409	95857597	9
4410	ENSMUSG00000032410	95954760	9
4411	ENSMUSG00000032411	96196275	9
4412	ENSMUSG00000032412	96343581	9
4413	ENSMUSG00000032413	96545179	9
4414	ENSMUSG00000032417	86571991	9
4415	ENSMUSG00000032418	86618704	9
4416	ENSMUSG00000032422	88394474	9
4417	ENSMUSG00000032423	88480744	9
4418	ENSMUSG00000032425	88548020	9
4419	ENSMUSG00000032431	114378221	9
4420	ENSMUSG00000032434	114731116	9
4421	ENSMUSG00000032435	114688790	9
4422	ENSMUSG00000032436	114775451	9
4423	ENSMUSG00000032437	115310421	9
4424	ENSMUSG00000032449	97084470	9
4425	ENSMUSG00000032458	98563721	9
4426	ENSMUSG00000032459	98601645	9
4427	ENSMUSG00000032462	99139925	9
4428	ENSMUSG00000032463	98986373	9
4429	ENSMUSG00000032468	99568649	9
4430	ENSMUSG00000032469	99575799	9
4431	ENSMUSG00000032470	99394695	9
4432	ENSMUSG00000032475	100506856	9
4433	ENSMUSG00000032477	109875579	9
4434	ENSMUSG00000032478	109832749	9
4435	ENSMUSG00000032479	109931460	9
4436	ENSMUSG00000032480	110084991	9
4437	ENSMUSG00000032481	110117708	9
4438	ENSMUSG00000032485	110333288	9
4439	ENSMUSG00000032491	110623322	9
4440	ENSMUSG00000032494	110944871	9
4441	ENSMUSG00000032495	110951545	9
4442	ENSMUSG00000032497	111117592	9
4443	ENSMUSG00000032498	111230636	9
4444	ENSMUSG00000032504	113657294	9
4445	ENSMUSG00000032512	119894878	9
4446	ENSMUSG00000032513	119932852	9
4447	ENSMUSG00000032515	119977335	9
4448	ENSMUSG00000032517	120149707	9
4449	ENSMUSG00000032518	120127689	9
4450	ENSMUSG00000032519	120110374	9
4451	ENSMUSG00000032525	121719169	9
4452	ENSMUSG00000032526	121710329	9
4453	ENSMUSG00000032531	102716672	9
4454	ENSMUSG00000032534	102587170	9
4455	ENSMUSG00000032540	122351608	9
4456	ENSMUSG00000032547	102834917	9
4457	ENSMUSG00000032551	122950953	9
4458	ENSMUSG00000032553	103192312	9
4459	ENSMUSG00000032555	103305215	9
4460	ENSMUSG00000032557	104060462	9
4461	ENSMUSG00000032560	104153496	9
4462	ENSMUSG00000032562	107616047	9
4463	ENSMUSG00000032563	105053239	9
4464	ENSMUSG00000032567	105395392	9
4465	ENSMUSG00000032570	105418255	9
4466	ENSMUSG00000032571	105642978	9
4467	ENSMUSG00000032575	106890283	9
4468	ENSMUSG00000032577	107257292	9
4469	ENSMUSG00000032579	107329452	9
4470	ENSMUSG00000032580	107744234	9
4471	ENSMUSG00000032582	107780301	9
4472	ENSMUSG00000032586	107950136	9
4473	ENSMUSG00000032590	108086028	9
4474	ENSMUSG00000032594	108002501	9
4475	ENSMUSG00000032598	108808368	9
4476	ENSMUSG00000032599	108783796	9
4477	ENSMUSG00000032601	108689314	9
4478	ENSMUSG00000032602	108662088	9
4479	ENSMUSG00000032604	108507706	9
4480	ENSMUSG00000032606	108290429	9
4481	ENSMUSG00000032607	108296853	9
4482	ENSMUSG00000032612	108347853	9
4483	ENSMUSG00000032621	103749126	13
4484	ENSMUSG00000032624	83350931	17
4485	ENSMUSG00000032633	59809588	11
4486	ENSMUSG00000032637	126493376	7
4487	ENSMUSG00000032640	66109515	7
4488	ENSMUSG00000032641	134887768	6
4489	ENSMUSG00000032673	29515031	11
4490	ENSMUSG00000032679	104095801	2
4491	ENSMUSG00000032688	65430938	18
4492	ENSMUSG00000032705	80463095	12
4493	ENSMUSG00000032712	149309414	6
4494	ENSMUSG00000032715	152343970	2
4495	ENSMUSG00000032727	111680979	13
4496	ENSMUSG00000032737	101824506	7
4497	ENSMUSG00000032740	29373658	11
4498	ENSMUSG00000032745	111453382	13
4499	ENSMUSG00000032757	4080091	6
4500	ENSMUSG00000032777	125649977	7
4501	ENSMUSG00000032782	69300490	11
4502	ENSMUSG00000032783	99074575	15
4503	ENSMUSG00000032786	106237084	9
4504	ENSMUSG00000032788	78448246	10
4505	ENSMUSG00000032796	67697259	17
4506	ENSMUSG00000032803	103364897	9
4507	ENSMUSG00000032815	123269730	8
4508	ENSMUSG00000032827	4902917	6
4509	ENSMUSG00000032834	78185149	10
4510	ENSMUSG00000032840	118245227	5
4511	ENSMUSG00000032849	118529965	14
4512	ENSMUSG00000032854	125915885	3
4513	ENSMUSG00000032867	118155426	5
4514	ENSMUSG00000032869	151720995	2
4515	ENSMUSG00000032872	87022014	9
4516	ENSMUSG00000032883	78657825	1
4517	ENSMUSG00000032897	120762175	4
4518	ENSMUSG00000032898	117976730	5
4519	ENSMUSG00000032902	104638668	3
4520	ENSMUSG00000032905	46741557	18
4521	ENSMUSG00000032913	104461511	3
4522	ENSMUSG00000032932	75766782	16
4523	ENSMUSG00000032936	107935674	9
4524	ENSMUSG00000032939	94214564	8
4525	ENSMUSG00000032946	6399340	19
4526	ENSMUSG00000032959	117287525	5
4527	ENSMUSG00000032965	49699233	16
4528	ENSMUSG00000032966	151542483	2
4529	ENSMUSG00000032977	77507315	10
4530	ENSMUSG00000032997	75478746	1
4531	ENSMUSG00000032998	119537004	4
4532	ENSMUSG00000032999	65181631	13
4533	ENSMUSG00000033004	103115396	14
4534	ENSMUSG00000033009	94037198	8
4535	ENSMUSG00000033014	103279293	3
4536	ENSMUSG00000033020	79141009	15
4537	ENSMUSG00000033021	75435930	1
4538	ENSMUSG00000033031	48994185	16
4539	ENSMUSG00000033036	43913144	5
4540	ENSMUSG00000033047	79075179	15
4541	ENSMUSG00000033054	53537047	9
4542	ENSMUSG00000033055	79055344	15
4543	ENSMUSG00000033060	101729957	14
4544	ENSMUSG00000033065	98092589	15
4545	ENSMUSG00000033068	150749042	2
4546	ENSMUSG00000033075	98048975	15
4547	ENSMUSG00000033083	101463223	14
4548	ENSMUSG00000033088	78947724	15
4549	ENSMUSG00000033096	150600254	2
4550	ENSMUSG00000033099	78934933	15
4551	ENSMUSG00000033102	64197924	13
4552	ENSMUSG00000033105	76531588	10
4553	ENSMUSG00000033106	106210925	8
4554	ENSMUSG00000033107	20944625	18
4555	ENSMUSG00000033111	12284173	14
4556	ENSMUSG00000033126	76468863	10
4557	ENSMUSG00000033149	45772283	16
4558	ENSMUSG00000033157	45742885	16
4559	ENSMUSG00000033161	101577560	3
4560	ENSMUSG00000033166	99078683	14
4561	ENSMUSG00000033184	46597314	18
4562	ENSMUSG00000033186	99045952	14
4563	ENSMUSG00000033216	88439835	6
4564	ENSMUSG00000033222	100946357	3
4565	ENSMUSG00000033228	96418692	15
4566	ENSMUSG00000033237	96287518	15
4567	ENSMUSG00000033253	118365066	4
4568	ENSMUSG00000033257	74661745	1
4569	ENSMUSG00000033272	36679215	18
4570	ENSMUSG00000033285	100141621	3
4571	ENSMUSG00000033294	110650017	5
4572	ENSMUSG00000033295	118210741	4
4573	ENSMUSG00000033306	24393507	16
4574	ENSMUSG00000033307	75860192	10
4575	ENSMUSG00000033319	46525971	18
4576	ENSMUSG00000033323	80440788	18
4577	ENSMUSG00000033335	21424908	9
4578	ENSMUSG00000033352	65697014	11
4579	ENSMUSG00000033356	94543486	15
4580	ENSMUSG00000033364	74467574	1
4581	ENSMUSG00000033365	117895114	4
4582	ENSMUSG00000033373	76765589	12
4583	ENSMUSG00000033379	117885800	4
4584	ENSMUSG00000033382	20832738	18
4585	ENSMUSG00000033386	116859464	3
4586	ENSMUSG00000033389	65059834	11
4587	ENSMUSG00000033392	113741473	9
4588	ENSMUSG00000033396	122118296	2
4589	ENSMUSG00000033400	116781250	3
4590	ENSMUSG00000033411	121956001	2
4591	ENSMUSG00000033417	60537549	19
4592	ENSMUSG00000033423	117550365	4
4593	ENSMUSG00000033429	64392607	7
4594	ENSMUSG00000033430	112011398	8
4595	ENSMUSG00000033439	116583476	3
4596	ENSMUSG00000033444	75212073	10
4597	ENSMUSG00000033450	7926000	17
4598	ENSMUSG00000033454	76370266	12
4599	ENSMUSG00000033458	64373373	7
4600	ENSMUSG00000033478	57360680	19
4601	ENSMUSG00000033487	72564718	14
4602	ENSMUSG00000033499	9093881	13
4603	ENSMUSG00000033543	70012550	9
4604	ENSMUSG00000033554	115887837	3
4605	ENSMUSG00000033557	156698885	1
4606	ENSMUSG00000033565	77086155	15
4607	ENSMUSG00000033577	80165031	9
4608	ENSMUSG00000033581	22063697	16
4609	ENSMUSG00000033585	62346569	7
4610	ENSMUSG00000033589	70545251	14
4611	ENSMUSG00000033590	75232020	9
4612	ENSMUSG00000033596	111300191	8
4613	ENSMUSG00000033623	108461232	5
4614	ENSMUSG00000033624	111094630	8
4615	ENSMUSG00000033628	30272747	18
4616	ENSMUSG00000033629	65021693	9
4617	ENSMUSG00000033658	111027764	8
4618	ENSMUSG00000033669	76879259	15
4619	ENSMUSG00000033671	155861373	1
4620	ENSMUSG00000033685	100493337	7
4621	ENSMUSG00000033701	155558120	1
4622	ENSMUSG00000033703	110899500	8
4623	ENSMUSG00000033706	85431989	6
4624	ENSMUSG00000033712	70141096	14
4625	ENSMUSG00000033713	99291277	12
4626	ENSMUSG00000033728	76710623	15
4627	ENSMUSG00000033732	110838596	8
4628	ENSMUSG00000033735	85137756	6
4629	ENSMUSG00000033751	84831522	8
4630	ENSMUSG00000033752	84155786	3
4631	ENSMUSG00000033760	4756497	19
4632	ENSMUSG00000033762	76710210	15
4633	ENSMUSG00000033767	83907579	3
4634	ENSMUSG00000033769	84893988	6
4635	ENSMUSG00000033773	107597373	5
4636	ENSMUSG00000033790	55794154	7
4637	ENSMUSG00000033793	5070018	1
4638	ENSMUSG00000033799	3567911	13
4639	ENSMUSG00000033808	120404069	2
4640	ENSMUSG00000033809	20610731	16
4641	ENSMUSG00000033813	4857814	1
4642	ENSMUSG00000033819	76671615	15
4643	ENSMUSG00000033837	76669802	15
4644	ENSMUSG00000033845	4784566	1
4645	ENSMUSG00000033862	123224842	8
4646	ENSMUSG00000033863	23141226	19
4647	ENSMUSG00000033883	36151017	3
4648	ENSMUSG00000033885	8098211	14
4649	ENSMUSG00000033900	82358044	3
4650	ENSMUSG00000033904	118712552	7
4651	ENSMUSG00000033909	118263284	11
4652	ENSMUSG00000033916	13034644	7
4653	ENSMUSG00000033917	118705380	7
4654	ENSMUSG00000033918	20283244	16
4655	ENSMUSG00000033931	126971049	8
4656	ENSMUSG00000033933	113623959	6
4657	ENSMUSG00000033938	83566671	8
4658	ENSMUSG00000033940	113604772	6
4659	ENSMUSG00000033943	119897228	2
4660	ENSMUSG00000033952	139454772	1
4661	ENSMUSG00000033953	17159263	11
4662	ENSMUSG00000033961	12977848	7
4663	ENSMUSG00000033964	139422288	1
4664	ENSMUSG00000033970	151644131	5
4665	ENSMUSG00000033972	22361400	17
4666	ENSMUSG00000033983	88970252	11
4667	ENSMUSG00000033985	116720948	4
4668	ENSMUSG00000033991	76098734	13
4669	ENSMUSG00000033998	125995170	8
4670	ENSMUSG00000034006	80253292	18
4671	ENSMUSG00000034007	55792310	9
4672	ENSMUSG00000034021	150673739	5
4673	ENSMUSG00000034022	76596698	15
4674	ENSMUSG00000034023	113531682	6
4675	ENSMUSG00000034024	117054901	10
4676	ENSMUSG00000034032	119780202	2
4677	ENSMUSG00000034042	116557658	4
4678	ENSMUSG00000034064	38532494	16
4679	ENSMUSG00000034075	84714686	2
4680	ENSMUSG00000034083	91878053	6
4681	ENSMUSG00000034088	93440792	1
4682	ENSMUSG00000034101	84609677	2
4683	ENSMUSG00000034105	119778394	8
4684	ENSMUSG00000034108	4826009	19
4685	ENSMUSG00000034111	87200454	12
4686	ENSMUSG00000034118	130073326	5
4687	ENSMUSG00000034120	116851571	11
4688	ENSMUSG00000034121	87853215	11
4689	ENSMUSG00000034135	46012820	9
4690	ENSMUSG00000034152	74174447	13
4691	ENSMUSG00000034154	119439680	2
4692	ENSMUSG00000034157	86947043	12
4693	ENSMUSG00000034158	37868389	16
4694	ENSMUSG00000034163	115384959	10
4695	ENSMUSG00000034165	47505051	17
4696	ENSMUSG00000034168	86884798	12
4697	ENSMUSG00000034173	129895723	5
4698	ENSMUSG00000034175	5098926	11
4699	ENSMUSG00000034187	103824100	11
4700	ENSMUSG00000034189	119569995	8
4701	ENSMUSG00000034190	69721236	14
4702	ENSMUSG00000034192	91515928	6
4703	ENSMUSG00000034194	69700021	14
4704	ENSMUSG00000034201	5064851	11
4705	ENSMUSG00000034203	91473449	6
4706	ENSMUSG00000034206	37011786	16
4707	ENSMUSG00000034210	115737744	4
4708	ENSMUSG00000034211	129715497	5
4709	ENSMUSG00000034216	119288740	2
4710	ENSMUSG00000034218	53442560	9
4711	ENSMUSG00000034235	20586060	14
4712	ENSMUSG00000034243	36875140	16
4713	ENSMUSG00000034247	103394768	11
4714	ENSMUSG00000034252	80066903	9
4715	ENSMUSG00000034254	34604262	17
4716	ENSMUSG00000034259	76327397	15
4717	ENSMUSG00000034263	64960905	9
4718	ENSMUSG00000034269	113077365	6
4719	ENSMUSG00000034274	4895320	11
4720	ENSMUSG00000034275	27299204	9
4721	ENSMUSG00000034285	4873951	11
4722	ENSMUSG00000034290	85339362	12
